Timestamp,NorthSupply,NorthUsage,CenterSupply,CenterUsage,SouthSupply,SouthUsage,EastSupply,EastUsage
2016-11-22 17:10:00,971.7,1093.0,831.4,778.8,1057.6,954.2,5.4,40.0
2016-11-22 18:10:00,982.4,1090.5,852.2,794.4,1063.8,979.6,6.9,40.8
2016-11-22 19:10:00,938.6,1063.4,836.9,786.1,1067.0,959.4,6.8,40.4
2016-11-22 20:10:00,919.2,1028.1,793.9,743.5,1039.9,944.7,3.3,39.9
2016-11-22 21:10:00,900.2,988.0,746.1,721.5,1013.9,915.8,3.6,38.5
2016-11-22 22:10:00,820.3,916.2,742.5,675.2,950.4,888.9,3.4,36.3
2016-11-22 23:10:00,773.4,863.9,706.4,668.4,940.6,857.3,3.3,34.1
2016-11-23 00:10:00,806.5,810.0,534.0,628.6,939.6,813.1,3.3,31.7
2016-11-23 02:10:00,731.8,727.9,494.7,584.6,875.2,763.8,3.4,28.7
2016-11-23 03:10:00,694.8,699.7,492.8,578.6,876.5,761.1,3.6,28.3
2016-11-23 04:10:00,673.1,693.9,494.5,578.6,874.0,744.5,3.4,28.0
2016-11-23 05:10:00,629.9,701.3,499.7,577.8,902.8,728.0,3.5,28.9
2016-11-23 06:10:00,682.6,718.3,516.4,590.1,893.7,757.1,3.3,30.5
2016-11-23 07:10:00,737.4,783.0,547.0,594.3,887.6,768.9,4.8,30.6
2016-11-23 08:10:00,818.8,864.5,655.3,664.5,899.4,818.3,4.3,30.5
2016-11-23 09:10:00,873.5,984.1,793.7,725.8,967.4,895.6,4.3,33.4
2016-11-23 10:10:00,940.1,1030.7,777.2,746.8,1005.0,916.5,5.6,33.9
2016-11-23 11:10:00,954.9,1055.5,789.7,768.6,1043.9,936.3,6.3,34.4
2016-11-23 12:10:00,863.4,1023.1,790.1,710.3,1014.2,905.8,5.2,33.9
2016-11-23 13:10:00,844.5,980.2,742.9,701.4,987.6,867.1,4.9,31.3
2016-11-23 14:10:00,918.6,1030.4,760.7,742.0,1040.2,919.4,5.5,33.0
2016-11-23 15:10:00,913.6,1021.9,762.5,741.5,1026.7,910.2,5.2,34.4
2016-11-23 16:10:00,915.8,1033.1,790.4,750.4,1034.6,927.9,5.0,34.4
2016-11-23 17:10:00,942.3,1038.3,785.3,750.2,1026.8,935.9,6.1,36.1
2016-11-23 18:10:00,958.7,1042.5,798.9,760.6,1036.3,957.2,5.6,39.2
2016-11-23 19:10:00,951.8,1015.3,755.6,752.6,1030.9,936.7,6.1,39.8
2016-11-23 20:10:00,929.8,977.7,699.1,728.9,1032.0,923.3,7.0,38.1
2016-11-23 21:10:00,874.9,952.6,704.0,703.1,1004.5,897.3,6.8,37.1
2016-11-23 22:10:00,822.3,889.9,704.1,670.2,925.7,864.8,7.6,34.7
2016-11-23 23:10:00,775.8,856.0,712.9,658.1,883.3,834.1,7.6,31.3
2016-11-24 00:10:00,701.2,775.5,610.9,610.0,893.0,798.2,7.5,28.8
2016-11-24 01:10:00,683.9,735.7,550.0,592.3,884.0,771.3,7.5,26.1
2016-11-24 02:10:00,631.1,691.2,523.2,572.5,884.5,757.9,7.4,24.6
2016-11-24 03:10:00,597.7,675.5,501.6,568.6,901.4,740.3,7.5,23.7
2016-11-24 04:10:00,589.7,673.7,490.7,551.9,898.6,734.8,5.4,24.1
2016-11-24 05:10:00,617.7,692.1,494.0,569.2,899.7,728.7,4.0,25.3
2016-11-24 06:10:00,678.2,703.1,493.3,580.9,880.8,745.0,3.7,27.0
2016-11-24 07:10:00,756.6,762.1,491.3,600.7,887.2,748.4,3.8,27.7
2016-11-24 08:10:00,840.1,838.9,572.7,647.2,904.9,807.8,3.8,27.6
2016-11-24 09:10:00,865.7,964.7,717.0,698.1,989.3,882.9,4.0,30.3
2016-11-24 10:10:00,868.3,993.2,737.7,711.4,1035.0,908.9,3.8,31.2
2016-11-24 11:10:00,884.3,1006.6,730.0,722.7,1088.4,945.4,4.0,32.0
2016-11-24 12:10:00,816.0,988.4,725.3,674.9,1067.4,918.0,4.1,31.6
2016-11-24 13:10:00,805.7,946.5,695.8,679.1,1046.1,896.4,4.1,29.7
2016-11-24 14:10:00,873.8,998.7,742.5,715.3,1072.0,946.3,4.3,32.4
2016-11-24 15:10:00,904.6,986.4,726.5,720.2,1036.9,932.1,4.0,33.2
2016-11-24 16:10:00,889.8,992.2,749.8,735.3,1042.3,924.5,4.4,34.3
2016-11-24 17:10:00,949.7,1004.5,718.6,728.5,1024.8,928.8,5.0,36.3
2016-11-24 18:10:00,959.2,1013.0,760.1,754.2,1040.0,961.8,7.7,38.0
2016-11-24 19:10:00,945.9,996.1,718.4,745.4,1038.1,926.6,4.1,38.4
2016-11-24 20:10:00,946.0,966.1,701.4,727.0,993.2,915.3,4.9,37.2
2016-11-24 21:10:00,887.5,930.1,702.5,700.6,967.8,896.6,4.9,35.4
2016-11-24 22:10:00,832.7,886.3,714.3,657.2,892.7,868.1,5.2,33.2
2016-11-24 23:10:00,773.8,830.2,696.3,660.2,878.5,831.0,4.9,32.2
2016-11-25 00:10:00,724.8,758.8,599.1,623.3,871.3,787.9,4.6,29.9
2016-11-25 01:10:00,678.0,727.7,551.0,594.5,890.1,773.1,4.5,28.2
2016-11-25 02:10:00,659.4,684.8,512.8,591.8,873.6,747.2,4.5,26.5
2016-11-25 03:10:00,627.4,673.6,511.4,589.0,869.3,724.3,4.7,26.0
2016-11-25 04:10:00,602.0,660.6,480.7,576.6,893.4,717.7,4.8,25.9
2016-11-25 05:10:00,622.8,674.2,476.8,576.6,888.8,716.2,4.5,25.9
2016-11-25 06:10:00,694.7,701.0,469.0,594.5,891.0,738.3,7.2,28.1
2016-11-25 07:10:00,783.6,749.2,486.5,603.8,862.9,754.4,3.6,29.3
2016-11-25 08:10:00,791.6,845.9,627.7,648.2,890.4,789.5,3.5,29.4
2016-11-25 09:10:00,933.1,954.1,692.6,717.5,947.7,874.0,4.7,32.4
2016-11-25 10:10:00,930.7,995.3,748.6,731.8,988.8,912.4,4.9,33.6
2016-11-25 11:10:00,959.7,1036.9,725.4,750.1,1067.4,935.2,5.6,36.0
2016-11-25 12:10:00,860.9,1007.3,726.0,694.3,1058.7,915.7,5.9,34.2
2016-11-25 13:10:00,848.7,971.2,706.2,693.4,1021.6,883.9,5.3,33.4
2016-11-25 14:10:00,932.6,1019.2,734.9,744.2,1062.3,937.2,5.7,34.9
2016-11-25 15:10:00,933.1,1015.1,732.5,749.7,1060.7,931.0,5.7,36.1
2016-11-25 16:10:00,932.2,1016.8,758.3,756.1,1035.1,922.6,5.6,35.8
2016-11-25 17:10:00,961.6,1033.3,753.6,761.5,1029.9,916.1,5.6,39.7
2016-11-25 18:10:00,968.6,1033.8,783.1,781.5,1035.0,935.9,5.9,41.4
2016-11-25 19:10:00,967.7,999.3,727.6,761.9,1025.0,924.7,6.0,40.4
2016-11-25 20:10:00,949.1,966.4,695.0,752.7,1013.1,904.7,5.9,39.2
2016-11-25 21:10:00,881.3,936.9,706.1,729.7,991.5,879.8,6.0,38.4
2016-11-25 22:10:00,860.3,886.2,705.8,680.4,891.6,860.4,5.4,36.1
2016-11-25 23:10:00,807.8,847.2,676.7,673.0,888.3,822.6,5.1,35.2
2016-11-26 00:10:00,783.1,796.2,623.6,634.3,856.7,805.1,4.9,32.6
2016-11-26 01:10:00,738.0,727.9,536.7,632.5,878.8,768.1,5.3,30.4
2016-11-26 02:10:00,693.7,708.8,483.7,597.3,886.8,734.2,5.2,29.1
2016-11-26 03:10:00,692.0,679.6,454.7,586.5,870.4,727.3,5.0,28.6
2016-11-26 04:10:00,686.4,668.6,449.5,590.8,857.9,711.6,5.2,28.0
2016-11-26 05:10:00,690.9,680.6,441.4,584.4,880.7,724.9,5.3,28.4
2016-11-26 06:10:00,686.3,676.2,435.3,583.1,888.0,730.0,8.4,28.7
2016-11-26 07:10:00,739.5,694.9,415.6,596.1,885.8,724.5,4.7,30.3
2016-11-26 08:10:00,779.5,739.6,470.5,622.7,891.4,751.2,4.9,32.7
2016-11-26 09:10:00,813.5,799.6,566.5,665.8,914.8,800.2,4.9,34.2
2016-11-26 10:10:00,812.4,857.3,609.0,665.1,973.1,841.5,4.3,34.8
2016-11-26 11:10:00,797.5,899.1,634.6,674.7,1031.9,857.3,5.3,38.2
2016-11-26 12:10:00,774.7,891.9,617.6,659.6,1009.4,819.4,5.3,36.2
2016-11-26 13:10:00,747.5,875.2,622.8,655.1,1008.0,817.3,5.6,36.3
2016-11-26 14:10:00,758.6,870.8,624.7,669.6,1010.6,822.6,5.4,36.3
2016-11-26 15:10:00,767.0,872.6,618.5,651.0,999.9,829.4,5.3,37.7
2016-11-26 16:10:00,771.1,872.1,623.0,668.9,1014.4,835.6,5.6,37.5
2016-11-26 17:10:00,812.3,895.5,628.3,687.4,1031.7,854.3,5.4,40.5
2016-11-26 18:10:00,813.3,905.4,672.5,693.2,1036.1,888.9,8.3,42.8
2016-11-26 19:10:00,818.1,898.9,626.4,685.6,1033.8,860.6,8.3,41.5
2016-11-26 20:10:00,824.7,885.8,626.2,675.7,997.2,853.7,8.0,40.9
2016-11-26 21:10:00,839.6,872.5,620.4,665.2,948.7,837.2,6.5,40.2
2016-11-26 22:10:00,791.9,827.1,611.9,634.9,913.2,821.7,6.0,39.3
2016-11-26 23:10:00,738.4,793.3,595.7,605.2,881.5,785.0,5.3,37.4
2016-11-27 00:10:00,739.2,747.4,518.5,598.2,873.2,755.2,4.9,35.1
2016-11-27 01:10:00,709.3,695.0,435.6,550.4,854.2,726.8,5.6,32.5
2016-11-27 02:10:00,650.6,654.5,403.0,540.9,871.4,705.6,5.9,30.0
2016-11-27 03:10:00,604.7,639.9,408.4,545.9,876.5,680.4,6.2,29.6
2016-11-27 04:10:00,589.3,640.2,413.1,531.4,864.7,672.1,5.6,29.0
2016-11-27 05:10:00,580.9,623.6,410.4,528.4,870.2,685.9,6.0,29.6
2016-11-27 06:10:00,578.1,652.9,444.0,521.9,866.1,690.0,6.0,29.5
2016-11-27 07:10:00,575.8,657.9,467.5,531.2,849.9,678.9,6.0,31.2
2016-11-27 08:10:00,639.9,675.8,505.4,559.6,814.5,696.9,5.6,33.1
2016-11-27 09:10:00,646.9,720.2,541.5,550.0,832.4,722.9,5.6,33.2
2016-11-27 10:10:00,695.3,756.3,553.1,581.4,842.0,725.1,5.4,33.0
2016-11-27 11:10:00,687.8,777.2,595.1,598.2,854.4,732.4,5.3,35.0
2016-11-27 12:10:00,700.0,783.6,596.5,587.6,851.0,747.7,5.5,34.2
2016-11-27 13:10:00,621.5,774.2,596.0,573.9,892.3,733.2,5.3,33.9
2016-11-27 14:10:00,634.5,765.3,589.0,572.1,874.8,731.0,5.2,35.1
2016-11-27 15:10:00,625.2,750.8,595.6,574.5,853.3,720.8,5.7,33.7
2016-11-27 16:10:00,669.2,778.8,615.9,587.7,867.3,758.3,7.4,34.9
2016-11-27 17:10:00,745.2,814.2,625.9,622.3,898.5,802.1,7.7,38.7
2016-11-27 18:10:00,760.6,844.1,688.4,636.1,886.9,824.2,8.9,40.3
2016-11-27 19:10:00,736.9,845.4,676.4,634.6,915.3,818.1,8.9,39.4
2016-11-27 20:10:00,712.5,836.6,698.5,640.8,912.9,813.9,6.3,38.8
2016-11-27 21:10:00,749.5,835.3,661.3,660.2,926.3,809.4,6.4,38.5
2016-11-27 22:10:00,669.5,801.9,663.9,620.0,910.1,792.1,6.5,36.0
2016-11-27 23:10:00,606.1,742.2,630.0,572.0,855.2,751.8,6.6,31.9
2016-11-28 00:10:00,593.2,690.8,558.4,559.7,822.0,700.3,6.3,29.1
2016-11-28 01:10:00,616.3,650.6,472.9,542.0,808.6,683.5,6.4,28.0
2016-11-28 02:10:00,590.3,611.1,436.0,521.6,794.4,667.4,6.3,26.8
2016-11-28 03:10:00,597.7,608.2,410.8,517.8,794.8,654.3,4.8,27.7
2016-11-28 04:10:00,591.6,588.2,372.8,497.4,790.3,647.4,5.5,27.2
2016-11-28 05:10:00,587.4,603.5,385.3,508.4,826.5,665.0,5.8,28.0
2016-11-28 06:10:00,636.6,638.3,419.5,544.2,817.8,668.8,6.1,28.7
2016-11-28 07:10:00,675.4,694.1,465.2,550.7,823.6,695.4,5.5,29.6
2016-11-28 08:10:00,760.1,778.6,563.8,605.5,839.4,757.1,8.6,30.8
2016-11-28 09:10:00,901.9,912.4,641.6,687.9,930.3,844.2,4.8,34.2
2016-11-28 09:30:00,903.4,946.8,630.3,701.2,992.9,848.9,5.0,34.7
2016-11-28 11:10:00,919.0,975.2,642.0,713.4,1032.6,874.0,5.1,35.9
2016-11-28 12:10:00,814.0,943.7,650.6,654.8,1032.9,869.5,5.3,34.7
2016-11-28 13:10:00,771.0,906.0,635.2,650.2,1019.3,844.5,7.2,31.9
2016-11-28 14:10:00,844.0,953.1,649.6,699.2,1074.4,890.0,7.6,33.2
2016-11-28 15:10:00,861.1,955.7,635.7,711.1,1076.7,877.7,5.2,34.2
2016-11-28 16:10:00,869.1,958.7,675.3,724.9,1056.6,886.8,5.2,35.8
2016-11-28 17:10:00,877.7,978.2,695.5,719.8,1053.0,894.6,5.3,38.8
2016-11-28 18:10:00,946.1,988.2,706.0,743.5,1046.5,932.9,7.2,41.2
2016-11-28 19:10:00,926.2,963.4,667.7,728.6,1047.9,917.8,7.7,39.7
2016-11-28 20:10:00,902.0,937.2,643.2,716.8,1033.4,891.1,5.9,39.5
2016-11-28 21:10:00,852.9,899.1,642.0,696.2,990.6,858.3,7.0,38.7
2016-11-28 22:10:00,814.5,855.3,640.9,658.4,930.1,843.2,7.3,36.0
2016-11-28 23:10:00,771.6,821.5,627.5,652.7,902.6,803.4,9.0,33.1
2016-11-29 00:10:00,722.2,755.6,554.7,614.5,886.7,768.4,5.9,31.1
2016-11-29 01:10:00,711.6,698.0,477.9,594.8,864.1,737.3,5.7,29.1
2016-11-29 02:10:00,667.3,680.5,450.8,572.0,858.0,701.4,5.8,28.0
2016-11-29 03:10:00,676.5,655.0,426.5,579.1,854.7,701.9,5.4,27.0
2016-11-29 04:10:00,675.2,652.1,402.0,569.3,857.5,691.6,5.7,27.4
2016-11-29 05:10:00,671.2,659.4,406.1,559.5,854.7,691.0,5.7,27.8
2016-11-29 06:10:00,671.5,691.0,420.8,577.9,921.1,720.4,5.5,29.7
2016-11-29 07:10:00,692.0,738.2,464.5,591.4,931.6,732.7,4.9,30.7
2016-11-29 08:10:00,715.0,819.9,628.2,649.8,941.8,787.7,4.9,32.6
2016-11-29 09:10:00,892.0,937.2,690.2,717.0,953.8,852.6,5.2,34.4
2016-11-29 10:10:00,910.8,961.3,688.4,742.2,1018.6,883.3,4.7,35.5
2016-11-29 11:10:00,936.3,998.4,691.6,754.6,1054.8,897.2,5.0,37.6
2016-11-29 12:10:00,864.5,973.1,687.0,722.5,1030.2,856.1,5.4,35.6
2016-11-29 13:10:00,839.9,935.2,672.5,701.3,992.2,839.9,5.0,33.2
2016-11-29 14:10:00,882.2,987.9,732.6,761.9,1060.0,895.5,5.4,34.9
2016-11-29 15:10:00,888.6,980.0,744.7,758.1,1022.4,887.6,5.1,35.2
2016-11-29 16:10:00,888.1,987.1,750.9,771.2,1028.3,877.6,5.2,36.5
2016-11-29 17:10:00,918.2,1001.8,759.9,771.5,1031.4,902.3,5.3,39.1
2016-11-29 18:10:00,953.4,1015.3,768.7,784.3,1034.6,923.9,7.6,40.8
2016-11-29 19:10:00,927.7,990.6,749.6,770.1,1021.4,905.1,7.8,40.8
2016-11-29 20:10:00,963.3,969.4,740.5,757.2,936.7,881.1,7.4,40.3
2016-11-29 21:10:00,962.3,941.5,694.4,736.2,924.4,871.8,7.5,39.0
2016-11-29 22:10:00,861.0,893.3,658.0,685.1,932.1,843.0,7.5,37.2
2016-11-29 23:10:00,807.4,843.2,604.4,673.6,943.6,810.0,6.4,35.0
2016-11-30 00:10:00,780.7,776.9,512.6,631.3,916.9,775.3,5.4,32.1
2016-11-30 01:10:00,718.5,729.4,484.5,621.7,909.2,735.2,5.3,31.1
2016-11-30 02:10:00,696.2,689.7,454.8,606.4,884.0,715.7,5.7,29.0
2016-11-30 03:10:00,642.3,678.2,446.9,592.0,905.2,701.4,5.5,28.4
2016-11-30 04:10:00,620.9,672.9,457.4,575.8,883.4,690.5,5.6,27.9
2016-11-30 05:10:00,618.4,670.8,453.9,587.4,906.8,698.6,5.9,28.2
2016-11-30 06:10:00,704.5,692.1,446.2,612.0,886.4,708.0,5.4,30.5
2016-11-30 07:10:00,731.7,751.7,511.4,618.3,896.6,744.6,5.9,30.9
2016-11-30 08:10:00,804.2,842.7,622.7,667.4,882.7,774.1,5.5,30.9
2016-11-30 09:10:00,903.7,950.7,720.4,729.3,942.7,857.9,5.8,34.7
2016-11-30 10:10:00,905.4,996.7,740.1,742.5,985.5,863.4,5.5,33.9
2016-11-30 11:10:00,894.1,1025.9,784.5,761.0,1023.2,884.4,5.7,36.3
2016-11-30 12:10:00,861.9,1015.1,755.6,714.9,982.4,840.6,5.2,34.4
2016-11-30 13:10:00,831.1,972.2,743.5,705.6,960.9,830.3,5.5,32.8
2016-11-30 14:10:00,906.0,1034.0,770.4,754.3,1023.3,882.0,5.7,35.1
2016-11-30 15:10:00,890.6,1018.4,773.6,751.9,1008.1,872.5,5.5,35.0
2016-11-30 16:10:00,896.0,1023.5,785.4,767.5,1031.5,892.5,5.8,35.3
2016-11-30 17:10:00,921.1,1035.3,795.5,753.4,1003.8,901.9,8.1,38.0
2016-11-30 18:10:00,918.8,1048.3,829.9,764.8,1033.4,936.6,8.2,40.6
2016-11-30 19:10:00,923.0,1016.1,765.7,746.6,1018.3,911.8,8.3,40.9
2016-11-30 20:10:00,921.5,990.5,718.7,731.9,999.9,886.3,8.2,39.5
2016-11-30 21:10:00,907.0,956.4,673.6,718.3,990.4,863.2,5.9,38.8
2016-11-30 22:10:00,854.0,889.5,672.6,689.9,928.3,844.4,5.4,36.6
2016-11-30 23:10:00,837.1,845.3,601.2,673.8,920.0,808.8,5.6,36.1
2016-12-01 00:10:00,777.2,789.4,526.2,634.8,910.5,762.8,5.4,32.4
2016-12-01 01:10:00,743.6,740.3,455.3,608.9,905.1,729.6,5.6,30.8
2016-12-01 02:10:00,681.8,709.0,457.5,592.5,892.6,706.6,5.6,29.4
2016-12-01 03:10:00,659.7,698.1,457.5,588.8,892.0,699.6,5.5,28.3
2016-12-01 04:10:00,649.1,684.7,449.2,583.9,883.5,689.4,5.2,29.1
2016-12-01 05:10:00,654.7,687.4,418.3,585.3,914.4,690.8,5.3,29.1
2016-12-01 06:10:00,708.2,710.2,446.6,607.6,894.4,706.4,5.4,30.4
2016-12-01 07:10:00,768.2,763.3,468.8,614.0,901.4,734.6,5.3,31.9
2016-12-01 08:10:00,802.6,853.5,608.1,650.8,891.5,771.2,5.0,31.9
2016-12-01 09:10:00,894.5,976.1,702.4,704.2,960.6,847.6,5.4,34.9
2016-12-01 10:10:00,903.3,1011.7,705.6,726.3,1038.8,879.0,5.1,35.8
2016-12-01 11:10:00,906.9,1020.7,716.3,729.3,1051.4,893.7,5.2,36.0
2016-12-01 12:10:00,855.9,1000.8,695.9,679.8,1034.5,876.2,5.1,34.5
2016-12-01 13:10:00,818.3,946.3,663.3,664.5,1027.3,869.6,4.8,33.3
2016-12-01 14:10:00,891.7,999.4,700.1,704.3,1050.0,907.9,5.0,35.3
2016-12-01 15:10:00,882.4,994.3,707.6,690.9,1042.2,917.0,6.0,35.9
2016-12-01 16:10:00,888.4,995.1,755.1,720.1,1027.2,925.0,6.0,36.4
2016-12-01 17:10:00,886.8,1021.1,734.3,698.1,1074.5,943.5,5.6,38.5
2016-12-01 18:10:00,882.6,1012.9,768.4,714.3,1080.1,969.6,6.0,40.4
2016-12-01 19:10:00,868.5,987.9,748.0,696.7,1049.3,949.0,7.7,39.8
2016-12-01 20:10:00,871.4,961.9,699.3,674.5,1020.8,924.4,7.8,38.5
2016-12-01 21:10:00,881.9,945.5,690.9,656.6,972.0,911.4,7.2,38.4
2016-12-01 22:10:00,758.3,882.6,672.5,617.2,977.7,880.0,7.9,36.5
2016-12-01 23:10:00,696.2,843.3,668.0,620.2,969.4,842.3,6.1,33.8
2016-12-02 00:10:00,670.8,771.2,556.6,574.3,930.5,787.1,5.4,30.8
2016-12-02 01:10:00,612.9,711.6,512.8,553.0,923.0,760.4,5.5,29.2
2016-12-02 02:10:00,588.8,693.6,488.5,534.3,922.4,750.1,5.6,27.4
2016-12-02 03:10:00,584.0,663.2,457.8,535.8,914.1,732.9,4.6,28.5
2016-12-02 04:10:00,580.4,661.1,458.1,524.9,907.1,737.2,5.2,27.6
2016-12-02 05:10:00,630.0,671.9,410.2,528.7,919.4,735.6,4.9,28.4
2016-12-02 06:10:00,707.0,696.5,382.4,540.4,929.6,757.1,5.1,30.1
2016-12-02 07:10:00,783.1,740.6,387.5,566.4,926.1,765.0,6.2,30.9
2016-12-02 08:10:00,850.2,818.0,531.1,619.7,883.5,800.9,5.0,31.2
2016-12-02 09:10:00,850.0,942.8,688.2,671.5,996.4,891.4,5.3,34.3
2016-12-02 10:10:00,848.2,971.1,688.7,677.5,1047.2,906.5,5.2,34.2
2016-12-02 11:10:00,853.0,999.1,693.5,690.6,1108.2,936.1,5.1,33.9
2016-12-02 12:10:00,803.3,978.3,664.2,646.2,1104.6,920.2,5.6,33.1
2016-12-02 13:10:00,810.1,931.4,630.9,649.9,1056.1,889.7,5.4,31.5
2016-12-02 14:10:00,893.4,983.6,663.2,698.0,1081.4,928.1,5.5,33.8
2016-12-02 15:10:00,925.8,991.8,676.4,705.3,1067.3,942.4,5.3,35.3
2016-12-02 16:10:00,918.4,988.7,666.4,704.6,1068.4,930.6,5.4,34.8
2016-12-02 17:10:00,932.1,1011.2,683.3,696.2,1057.4,932.8,5.3,37.8
2016-12-02 18:10:00,945.7,1004.8,697.3,709.1,1063.5,957.1,5.2,40.6
2016-12-02 19:10:00,881.0,986.1,706.8,680.4,1051.2,937.3,5.1,40.3
2016-12-02 20:10:00,857.6,950.2,672.4,666.3,1036.5,915.9,5.4,39.5
2016-12-02 21:10:00,840.7,922.8,619.8,644.6,1033.6,893.5,5.4,38.6
2016-12-02 22:10:00,840.5,875.6,589.3,630.7,978.0,870.8,5.5,36.1
2016-12-02 23:10:00,770.9,838.1,587.5,630.0,970.1,831.3,5.4,34.7
2016-12-03 00:10:00,744.9,783.4,522.2,595.0,941.7,803.0,5.1,32.3
2016-12-03 01:10:00,735.5,734.7,431.7,570.6,943.3,781.3,6.9,30.7
2016-12-03 02:10:00,680.1,692.2,403.0,539.5,924.8,754.9,6.9,28.2
2016-12-03 03:10:00,664.9,683.9,388.9,529.2,936.1,755.1,6.8,28.5
2016-12-03 04:10:00,656.0,673.6,383.0,530.2,920.2,733.3,5.4,27.6
2016-12-03 05:10:00,649.6,657.8,380.6,533.1,919.7,736.2,5.2,28.0
2016-12-03 06:10:00,686.0,685.0,377.0,549.0,931.9,736.4,5.0,29.4
2016-12-03 07:10:00,701.3,706.6,387.5,554.5,936.2,739.3,5.0,29.6
2016-12-03 08:10:00,689.9,739.6,512.4,574.4,926.6,787.6,4.7,32.1
2016-12-03 09:10:00,755.6,806.8,568.0,627.9,951.0,809.7,4.7,35.0
2016-12-03 10:10:00,700.5,839.2,567.7,654.7,1071.1,815.2,5.1,35.4
2016-12-03 11:10:00,729.2,869.9,599.5,660.2,1077.1,844.2,5.0,36.5
2016-12-03 12:10:00,728.6,852.7,584.6,636.1,1052.3,846.4,4.8,35.1
2016-12-03 13:10:00,714.4,845.6,569.0,627.4,1036.5,816.3,4.9,35.4
2016-12-03 14:10:00,726.1,851.4,591.0,649.0,1061.4,847.8,5.0,35.3
2016-12-03 15:10:00,729.7,843.1,589.8,646.6,1046.4,844.3,4.7,36.6
2016-12-03 16:10:00,730.0,855.2,589.0,652.6,1050.5,830.0,5.0,36.7
2016-12-03 17:10:00,748.1,876.2,593.3,639.3,1063.6,855.2,4.8,39.2
2016-12-03 18:10:00,835.0,912.3,629.3,667.8,1060.7,909.9,6.8,41.8
2016-12-03 19:10:00,821.1,898.5,627.6,676.2,1030.8,871.9,7.2,40.0
2016-12-03 20:10:00,834.4,890.6,630.6,658.5,985.5,869.0,7.0,39.4
2016-12-03 21:10:00,833.4,874.9,613.6,651.4,972.4,860.8,6.7,38.9
2016-12-03 22:10:00,807.4,846.2,607.3,631.8,920.9,828.2,7.2,36.7
2016-12-03 23:10:00,740.2,804.4,592.3,601.6,897.1,794.0,5.3,35.0
2016-12-04 00:10:00,695.6,755.5,535.6,593.0,903.2,758.5,5.1,32.4
2016-12-04 01:10:00,695.4,721.2,464.6,569.2,889.6,733.2,4.7,30.6
2016-12-04 02:10:00,663.8,676.4,408.7,552.8,895.4,713.9,4.7,29.5
2016-12-04 03:10:00,670.8,659.9,378.2,539.7,873.6,699.0,4.5,28.6
2016-12-04 04:10:00,617.5,642.4,388.8,543.3,879.8,677.4,5.0,28.1
2016-12-04 05:10:00,615.4,643.2,388.6,543.9,899.9,693.3,5.0,28.5
2016-12-04 06:10:00,627.5,646.2,390.7,541.5,884.9,690.0,4.9,30.3
2016-12-04 07:10:00,655.6,666.7,390.7,532.2,864.8,687.2,4.7,29.8
2016-12-04 08:10:00,623.0,688.4,463.3,546.5,874.2,700.2,5.0,30.3
2016-12-04 09:10:00,613.5,741.5,538.2,554.2,897.2,726.4,5.0,31.9
2016-12-04 10:10:00,614.8,777.4,600.7,561.1,909.8,758.0,5.1,34.0
2016-12-04 11:10:00,682.7,805.1,586.8,577.1,926.1,783.4,4.9,34.9
2016-12-04 12:10:00,654.2,814.7,587.0,561.0,942.9,777.8,4.6,35.2
2016-12-04 13:10:00,657.0,798.2,584.0,573.0,931.2,770.5,5.0,35.4
2016-12-04 14:10:00,667.2,792.3,579.8,561.2,915.4,778.7,4.7,34.9
2016-12-04 15:10:00,644.2,789.7,581.1,572.6,934.8,766.9,4.9,35.8
2016-12-04 16:10:00,694.7,797.5,583.6,574.5,901.9,777.2,4.6,35.7
2016-12-04 17:10:00,719.4,844.4,647.7,599.1,906.8,800.7,8.6,38.1
2016-12-04 18:10:00,773.7,886.7,699.5,636.0,930.7,848.7,8.2,40.7
2016-12-04 19:10:00,761.1,871.7,691.9,647.7,938.4,840.8,8.6,39.9
2016-12-04 20:10:00,747.4,880.2,707.1,642.7,928.9,828.7,8.0,39.7
2016-12-04 21:10:00,748.4,877.8,686.7,631.7,941.8,836.1,8.1,39.4
2016-12-04 22:10:00,740.6,842.5,636.1,616.9,934.0,822.1,8.4,37.5
2016-12-04 23:10:00,664.2,780.5,589.1,583.7,917.5,777.2,5.1,34.5
2016-12-05 00:10:00,674.9,724.9,484.4,565.2,914.0,754.8,4.9,33.2
2016-12-05 01:10:00,655.1,674.4,420.9,557.2,895.5,713.6,4.9,31.1
2016-12-05 02:10:00,643.6,656.1,370.7,529.4,897.4,700.8,4.8,30.0
2016-12-05 03:10:00,609.4,633.5,372.0,532.6,891.8,682.6,4.7,29.2
2016-12-05 04:10:00,607.4,629.8,372.7,524.8,877.9,679.7,4.8,28.6
2016-12-05 05:10:00,595.6,632.9,376.0,512.9,879.1,681.0,5.0,29.0
2016-12-05 06:10:00,673.5,674.8,375.3,530.1,887.7,706.0,4.8,30.5
2016-12-05 07:10:00,748.6,723.7,372.3,542.8,894.3,721.9,4.5,31.3
2016-12-05 08:10:00,785.3,843.7,560.5,613.1,940.6,800.8,4.3,33.2
2016-12-05 09:10:00,891.4,964.0,675.7,696.8,1009.7,885.7,4.9,35.4
2016-12-05 10:10:00,885.4,1001.2,679.0,705.3,1102.9,930.1,4.6,35.3
2016-12-05 11:10:00,901.3,1039.7,715.7,715.5,1123.8,953.7,4.8,36.6
